TotalPay
567595.43
538909.28
335279.91
332343.61
326373.19
316285.74
315981.05
307899.46
303427.55
302377.73
299494.17
297608.92
294580.02
292671.62
286347.05
286213.86
284720.43
278569.21
276434.22
274550.25
274190.27
273771.21
273702.71
270672.63
270324.91
267992.59
265784.56
265463.46
264074.6
261366.14
260297.66
259927.11
259684.88
258588.39
258364.22
257540.09
257124.44
253269.44
251935.01
251685.16
250595.39
250408.49
250339.35
250317.93
250122.04
249375.02
249293.3
248895.77
248718.64
248434.39
247254.61
246305.62
244687.81
242742.85
241286.42
241211.17
240846.3
240019.1
239426.36
238879.2
238803.56
238551.88
238501.05
238479.28
237837.73
237708.83
237344.41
236833.82
236200.92
234865.2
234848.11
233944.48
233464.63
233357.28
232702.58
232486.72
232007.77
231712.8
231652.13
231592.25
231306.04
231104.97
230906.51
230827.12
230627.21
230543.46
230459
230377.83
230239.98
230149.28
229060.63
228615.61
228513.4
228207.86
227318.9
227180.76
227080.5
226357.33
224439.97
224035.85
223852.35
223706.4
223360
222408.25
222091
221188.58
221049.32
220788.36
220788.36
220744.85
220410.03
220356.48
220352.22
220280.3
220246.26
219932.32
219804.34
219712.35
218793.75
218677.76
218206.04
217979.35
217962.02
217810.75
217572.43
217342.95
217144
216981.27
216724.17
216418.73
216270.8
216176.09
215799.48
215413.23
215396.5
215355.11
215318.2
215180.75
214988.68
214988.68
214988.68
214955.6
214944.74
214852.45
214815.91
214185.09
214156.8
213860.61
213735.62
213659.46
213537.88
212951.48
212857.66
212837.73
212705.52
212650.2
212179.09
211710.05
211596.24
210821.61
210635.36
210578.32
210404.57
210076.88
209889.47
209805.64
209762.44
209716.56
209640.87
209386.43
209304.53
209213.81
209069.99
209044.19
208909.76
208742.56
208703.72
208385.64
208337.48
208243.12
208208.63
208022.9
207874.94
207855.52
207815.63
207798.79
207707.76
207703.2
207699.73
207300.14
207277.85
207220.74
207087.03
206975.81
206800.28
206769.39
206752
206704.63
206702.36
206520.09
206361.14
206342.24
205857.89
205710.89
205704.3
205609.58
205464.31
205190.72
204865.21
204594.63
204575.09
204547.86
204417.78
204281.88
204242.2
204233.91
203957.66
203860.34
203785.86
203450
203406.27
203260.33
203107.58
203023.05
202866.44
202852.67
202724.04
202723.58
202714.92
202433.9
202426.74
202348.81
202333.25
202326.65
202324.42
202231.49
202157.1
202013.18
201996.62
201703.44
201621.69
201577.7
201351.14
201344
201277.12
201244.92
201117.78
200820.35
200811.21
200675.13
200515.38
200487.74
200461.01
200460.97
200374.81
200346.16
200336.73
200275.43
200185.96
200176.68
199931.13
199862.48
199765.74
199761.97
199753.78
199719.88
199628.97
199540.06
199498.3
199471.29
199292.97
199207.84
199127.59
199028.18
198884.32
198777.47
198618.21
198466.64
198462.14
198276.48
198246.93
198164.45
198027.44
198005.73
197873.86
197827.17
197810.67
197724.5
197453.13
197434.07
197423.01
197349.04
197270.6
197233.84
197133.46
197132.12
196892.64
196888.39
196886.55
196886.55
196682.95
196605.5
196546.18
196494.14
196473.68
196386.65
196377.99
196224.25
196157.3
196125.6
196122.03
196114.24
195983.66
195929.62
195868.21
195724.5
195664.1
195654.59
195638.78
195625.13
195511.9
195499.6
195499.01
195472.16
195423.52
195370.16
195354.68
195290.76
195274.9
195232.37
195222.68
195121.53
195060.85
194980.11
194980.1
194980.09
194883.35
194863.6
194820.53
194770.9
194725.53
194519.25
194302.87
194288.1
194253.99
194184.89
194179.01
194076.53
194059.55
193930.24
193917
193914.69
193902.78
193846.11
193835.9
193835.4
193667.19
193638.43
193609.52
193341.05
193328.33
193290.24
193266.71
193095.07
193051.61
192980.98
192951.37
192928.31
192928.28
192928.23
192914.5
192906.75
192779.22
192767.89
192705.15
192668.86
192664.75
192585.8
192526.52
192422.17
192379.6
192379.6
192379.6
192379.6
192207.13
192183.91
192141.17
192105.55
192092.12
192058.28
192022.73
191770.38
191613.24
191556.21
191528.64
191522.51
191404.96
191348.03
191319.45
191287.06
191105.66
191042.16
190838.9
190808.93
190739.36
190641.93
190631.73
190617.54
190430.71
190303.51
190271.04
190248.76
190108.91
190069.01
189993.34
189931.7
189930.72
189760.77
189715.74
189666.22
189609.05
189600.43
189586.23
189571.44
189543.23
189257.22
189234.73
189214.47
189199.62
189162.01
189061.08
189041.09
189040.11
188999.2
188842.42
188750.29
188679.16
188663.65
188594.67
188592.6
188530.21
188481.04
188421.5
188410.14
188403.66
188359.77
188347.96
188332.54
188288.1
188063.88
188059.39
188043.56
187982.18
187976.14
187861.7
187855.73
187762.1
187670.81
187669.37
187654.11
187597.72
187589.72
187473.5
187457.76
187456.7
187358.6
187207.82
187106.29
187015.75
186937.89
186867.71
186811.92
186766.52
186692.89
186646.72
186630.88
186611.31
186541.05
186538.47
186531.55
186512.8
186495.83
186491.82
186443.4
186410.29
186376.89
186369.96
186368.85
186341.79
186297.21
186231.74
186191.94
186105.02
186075.92
186049.41
185951.55
185760.92
185724.5
185724.5
185724.5
185724.5
185724.5
185724.49
185724.49
185724.48
185724.47
185695.47
185695.47
185695.47
185695.46
185695.45
185695.43
185695.43
185695.42
185695.39
185695.38
185695.37
185695.36
185695.36
185695.36
185695.36
185695.36
185635.75
185618.4
185610.57
185552.01
185541.91
185428.92
185404.36
185363.15
185350.89
185317.27
185305.01
185299.01
185258.31
185254.49
185212.13
185178.74
185171.06
185107.25
184945.48
184893.38
184885.29
184834.24
184562.02
184529.88
184484.87
184470.93
184470.91
184364.79
